movie_id,movie,genre,date,1800's,1900's,2000's,Crime,Reality-TV,Music,Game-Show,Adventure,Fantasy,Documentary,Romance,Drama,Biography,Sci-Fi,Talk-Show,Family,Sport,Thriller,Action,Short,History,Film-Noir,News,Musical,Comedy,Animation,Western,Mystery,Adult,Horror,War
5078,The Cheat (1915),Drama,1915,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5530,L'héroïsme de Paddy (1915),,1915,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5571,A Jitney Elopement (1915),Short|Comedy,1915,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5960,Regeneration (1915),Biography|Crime|Drama|Romance,1915,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6177,The Tramp (1915),Short|Comedy,1915,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6206,Les vampires (1915),Action|Adventure|Crime|Drama|Mystery|Thriller,1915,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
6414,Behind the Screen (1916),Short|Comedy|Romance,1916,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6437,The Blacklist (1916),Drama,1916,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6684,The Fireman (1916),Short|Comedy,1916,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6689,The Floorwalker (1916),Short|Comedy,1916,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6864,Intolerance: Love's Struggle Throughout the Ages (1916),Drama|History,1916,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7145,One A.M. (1916),Comedy|Family|Short,1916,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7162,The Pawnshop (1916),Comedy|Short,1916,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7264,The Rink (1916),Comedy|Short,1916,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7507,The Vagabond (1916),Short|Comedy|Romance,1916,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7832,The Cure (1917),Short|Comedy,1917,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7880,Easy Street (1917),Short|Comedy,1917,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8133,The Immigrant (1917),Short|Comedy|Drama|Romance,1917,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8395,Otets Sergiy (1918),Biography|Drama|History,1918,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9018,A Dog's Life (1918),Short|Comedy|Drama,1918,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9340,The Man Who Woke Up (1918),,1918,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9678,Take a Chance (1918),Comedy|Short,1918,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9893,Die Austernprinzessin (1919),Comedy,1919,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9968,Broken Blossoms or The Yellow Man and the Girl (1919),Drama|Romance,1919,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10180,Godovshchina revolyutsii (1918),Documentary,1918,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10193,The Greatest Question (1919),Drama,1919,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10247,Herr Arnes pengar (1919),Drama|History,1919,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10258,His Royal Slyness (1920),Comedy|Short,1920,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
10323,Das Cabinet des Dr. Caligari (1920),Fantasy|Horror|Mystery|Thriller,1920,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
10806,True Heart Susie (1919),Comedy|Drama|Romance,1919,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10930,Young Mr. Jazz (1919),Comedy|Short,1919,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11130,Dr. Jekyll and Mr. Hyde (1920),Drama|Horror|Sci-Fi,1920,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11267,Headin' Home (1920),Biography|Comedy|Drama,1920,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11439,The Mark of Zorro (1920),Adventure|Romance|Western,1920,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11508,Neighbors (1920),Short|Comedy|Romance,1920,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11541,One Week (1920),Short|Comedy,1920,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11607,Prästänkan (1920),Comedy|Drama|Horror,1920,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
11656,The Scarecrow (1920),Comedy|Short|Family,1920,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11717,The Son of Tarzan (1920),Action|Adventure,1920,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11841,Way Down East (1920),Drama|Romance,1920,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11870,Within Our Gates (1920),Drama|Romance,1920,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12224,The Goat (1921),Comedy|Short,1921,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12278,The 'High Sign' (1921),Short|Comedy,1921,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12349,The Kid (1921),Comedy|Drama|Family,1921,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12364,Körkarlen (1921),Drama|Fantasy|Horror,1921,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12494,Der müde Tod (1921),Drama|Fantasy|Thriller,1921,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12532,Orphans of the Storm (1921),Drama|History|Romance,1921,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12651,Schloß Vogeloed (1921),Crime|Drama|Horror|Mystery,1921,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
12675,The Sheik (1921),Adventure|Drama|Romance,1921,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12844,White and Unmarried (1921),,1921,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13025,Cops (1922),Short|Comedy|Family,1922,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
13086,"Dr. Mabuse, der Spieler - Ein Bild der Zeit (1922)",Crime|Mystery|Thriller,1922,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
13099,The Electric House (1922),Short|Comedy,1922,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
13140,Foolish Wives (1922),Drama|Thriller,1922,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13257,Häxan (1922),Documentary|Fantasy|Horror,1922,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13427,Nanook of the North (1922),Documentary,1922,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13442,Nosferatu (1922),Fantasy|Horror,1922,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13486,Pay Day (1922),Comedy|Short,1922,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
13571,Salomé (1922),Biography|Drama|History|Horror,1922,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13626,La souriante Madame Beudet (1923),Drama,1923,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13741,Das Weib des Pharao (1922),Drama|History,1922,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13858,The Balloonatic (1923),Short|Comedy,1923,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14142,The Hunchback of Notre Dame (1923),Drama|Horror|Romance,1923,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14341,Our Hospitality (1923),Comedy|Romance|Thriller,1923,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
14390,En rackarunge (1924),,1924,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14417,La roue (1923),Drama,1923,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14429,Safety Last! (1923),Comedy|Thriller,1923,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
14497,Souls for Sale (1923),Comedy|Drama|Romance,1923,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14532,The Ten Commandments (1923),Biography|Drama|Fantasy,1923,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14538,Three Ages (1923),Comedy,1923,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14624,A Woman of Paris: A Drama of Fate (1923),Drama|Romance,1923,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14664,Alice's Spooky Adventure (1924),Animation|Short|Comedy,1924,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
14872,Entr'acte (1924),Short,1924,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14972,He Who Gets Slapped (1924),Drama|Romance|Thriller,1924,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15002,Hot Water (1924),Comedy,1924,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15039,Kinoglaz (1924),Documentary,1924,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15064,Der letzte Mann (1924),Drama,1924,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15163,The Navigator (1924),Action|Comedy|Romance,1924,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15174,Die Nibelungen: Kriemhilds Rache (1924),Adventure|Drama|Fantasy,1924,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15175,Die Nibelungen: Siegfried (1924),Adventure|Drama|Fantasy,1924,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15233,En piga bland pigor (1924),,1924,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15310,The Sea Hawk (1924),Adventure|Drama|Romance,1924,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15324,Sherlock Jr. (1924),Action|Comedy|Romance,1924,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15361,Stachka (1925),Drama,1925,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15400,The Thief of Bagdad (1924),Adventure|Family|Fantasy|Romance,1924,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15477,West of Hot Dog (1924),Short|Western|Comedy,1924,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
15532,Die Abenteuer des Prinzen Achmed (1926),Animation|Adventure|Fantasy|Romance,1926,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15624,The Big Parade (1925),Drama|Romance|War,1925,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15648,Bronenosets Potyomkin (1925),Drama|History,1925,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15673,Shakhmatnaya goryachka (1925),Comedy|Short,1925,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
15768,Du skal ære din hustru (1925),Drama,1925,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15772,De adelaar (1925),Action|Comedy|Drama|History|Romance,1925,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
15864,The Gold Rush (1925),Adventure|Comedy|Drama|Family,1925,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15881,Greed (1924),Drama|Thriller|Western,1924,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
16039,The Lost World (1925),Adventure|Fantasy|Sci-Fi,1925,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16172,"Oh, Doctor! (1925)",Comedy,1925,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16220,The Phantom of the Opera (1925),Horror,1925,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16230,The Pleasure Garden (1925),Drama|Romance,1925,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16332,Seven Chances (1925),Comedy|Romance,1925,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16361,Smouldering Fires (1925),Drama,1925,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16544,The Wizard of Oz (1925),Comedy|Family|Fantasy|Adventure,1925,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16600,Along Came Auntie (1926),Comedy|Short,1926,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
16654,The Black Pirate (1926),Adventure|Action,1926,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16747,Crazy Like a Fox (1926),Short|Comedy,1926,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
16847,Faust: Eine deutsche Volkssage (1926),Drama|Fantasy|Horror,1926,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16903,45 Minutes from Hollywood (1926),Short|Comedy,1926,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
16954,Hell's Four Hundred (1926),,1926,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17075,The Lodger: A Story of the London Fog (1927),Crime|Drama|Mystery|Thriller,1927,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
17136,Metropolis (1927),Drama|Sci-Fi,1927,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17196,Nana (1926),Drama|Romance,1926,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17350,The Scarlet Letter (1926),Drama,1926,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17378,Shinel (1926),Drama,1926,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17423,Sparrows (1926),Drama,1926,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17463,3 Bad Men (1926),Romance|Western,1926,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17668,Berlin: Die Sinfonie der Grosstadt (1927),Documentary,1927,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17729,Call of the Cuckoo (1927),Comedy|Short,1927,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
17739,The Cat and the Canary (1927),Comedy|Horror|Mystery,1927,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
17765,College (1927),Comedy|Drama|Sport,1927,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17825,Downhill (1927),Adventure|Drama|Thriller,1927,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17836,Duck Soup (1927),Comedy|Short,1927,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
17841,"East Side, West Side (1927)",Drama,1927,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
